X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,qW,Total_Power
1,0,1,51,0,101,1,151,698,0,497.07,0,592.89,150,482.16,198,998,0,997.07,78.26,992.89,150,882.16,198,1,201,1,270,1,340,50,398,798,200,847.07,278.26,792.89,350,582.16,398,151,351,201,470,201,540,250,598,798,400,797.07,478.26,792.89,550,682.16,598,1,601,1,670,1,740,50,798,801,601,801,651,801,701,801,751,398,800,397.07,878.26,290,923,282.16,998,798,800,797.07,878.26,792.89,950,632.16,998,998,800,997.07,878.26,992.89,1000,832.16,998,0,1010,98188.45,86990.03,83483.67,81868.06,100486.83,97793.68,89641.81,84972.14,107117.5,103383.62,100240.12,91641.31,79987.82,79803.83,77349.29,71866.09,87408.26,92136.02,91944.55,81976.34,80838.86,75214.42,75004.96,72183.1,90188.06,92623.65,92642.34,75261.54,74150.66,71298.13,71183.64,67241.65,89270.96,86670.11,84814.94,81926.99,72514.66,71251.31,68575.45,71358.1,78624.32,79789.44,76558.79,74038.53,91818.24,87302,88061.32,77702.85,75786.3,0.79,4081904.41
398,0,396.79,72.86,397.18,149.6,349,197.99,598,0,596.79,72.86,597.18,149.6,549,197.99,998,0,996.79,72.86,997.18,149.6,949,197.99,198,200,196.79,272.86,197.18,349.6,149,397.99,998,200,996.79,272.86,997.18,349.6,949,397.99,198,400,196.79,472.86,197.18,549.6,149,597.99,998,400,996.79,472.86,997.18,549.6,949,597.99,598,600,596.79,672.86,597.18,749.6,549,797.99,798,600,796.79,672.86,797.18,749.6,749,797.99,398,800,396.79,872.86,397.18,949.6,349,997.99,798,800,796.79,872.86,797.18,949.6,749,997.99,998,800,996.79,872.86,997.18,949.6,949,997.99,0,1000,94708.25,84102.1,79807.2,76507.39,101287.22,91872.13,85422.08,77024.97,107370.2,102542.14,102113.59,82386.38,80145.06,77077.28,79476.97,70836.99,93383.2,92439.83,94156.34,76917.71,73005.19,72275.95,73639.07,70439.81,88658.67,89582.51,91471.02,85218.13,76821.35,71965.85,67014.05,62209.23,82572,82886.55,83366.44,63710.17,66708.7,67012.26,70938.77,71043.98,75982.68,72035.38,71264,67464.81,92500.8,87836.7,85094.08,76748,79930,0.77,3968973.18
198,0,197.6,69.96,197.18,144.6,149,198,798,0,797.6,69.96,797.18,144.6,749,198,998,0,997.6,69.96,997.18,144.6,949,198,398,200,397.6,269.96,397.18,344.6,349,398,798,200,797.6,269.96,797.18,344.6,749,398,598,400,597.6,469.96,597.18,544.6,549,598,198,600,197.6,669.96,197.18,744.6,149,798,398,600,397.6,669.96,397.18,744.6,349,798,598,600,597.6,669.96,597.18,744.6,549,798,198,800,197.6,869.96,197.18,944.6,149,998,598,800,597.6,869.96,597.18,944.6,549,998,998,800,997.6,869.96,997.18,944.6,949,998,0,1000,97563.42,89054.21,84688.78,78373.82,100014.15,90282.68,88067.91,77309.92,107589.8,101715.45,98025.97,90061.22,84710.9,77779.01,75881.05,73200.47,81765.13,85109.99,92189.66,88223.03,82010.03,83015.83,88170.1,74298.08,74742.74,69158.73,67705.36,63407.76,75716.05,73358.97,70353.74,64798.07,86487.38,84690.93,85249.54,65289.16,60977.38,62896.88,70667.16,73558.48,78492.94,74762.32,75204.95,71226.53,95651.07,91032.64,88297.25,80696.59,75484.18,0.77,3969007.39
198,0,195.82,77.69,193.7,150,149,198,598,0,595.82,77.69,593.7,150,549,198,798,0,795.82,77.69,793.7,150,749,198,998,0,995.82,77.69,993.7,150,949,198,998,200,995.82,277.69,993.7,350,949,398,798,400,795.82,477.69,793.7,550,749,598,998,400,995.82,477.69,993.7,550,949,598,398,600,395.82,677.69,393.7,750,349,798,998,600,995.82,677.69,993.7,750,949,798,198,800,195.82,877.69,193.7,950,149,998,798,800,795.82,877.69,793.7,950,749,998,998,800,995.82,877.69,993.7,950,949,998,0,1000,92639.33,83905.65,79894.64,75037.45,95123.87,84106.38,77672.32,73561.07,100604.57,89424.21,81402.31,74238.36,107366.51,102125.87,98406.35,77524.18,90643.81,89792.12,90871.61,72705.68,74936.82,73611.11,73158.53,70687.34,86150.33,87520.87,88859.53,69605.99,75485.87,74623.8,73967.77,70401.13,84603.91,86107.42,89258.82,70683.83,73761.61,72697.19,75649.54,75923.22,72784.44,71879.79,72774.74,70985.64,84957.66,86653.39,86564.7,77509.74,76008.5,0.77,3984859.53
1,1,1,70,1,140,50,198,401,1,401,70,401,140,450,198,798,0,796.79,72.92,792.57,148.91,749,198,998,0,996.79,72.92,992.57,148.91,949,198,1,201,1,270,1,340,50,398,798,200,796.79,272.92,792.57,348.91,749,398,398,400,396.79,472.92,392.57,548.91,349,598,1,601,1,670,1,740,50,798,848,601,898,650,948,700,998,750,198,800,196.79,872.92,192.57,948.91,149,998,598,800,596.79,872.92,592.57,948.91,549,998,998,800,996.79,872.92,992.57,948.91,949,998,0,1000,94060.86,85957.32,80554.96,76630.41,96657.13,87766.16,82205.27,78480.45,99957.82,90982.49,86968.49,75358.42,107549.47,101907.49,98609.7,88988.94,72074.09,75332.2,74304.07,73118.53,79878.76,84335.63,90226.81,86321.03,82135.68,79555.92,79190.71,74443.4,79303.13,74914.03,72577.1,69967.34,90287.51,88578.85,88333.32,92098,76748.23,71183.85,72498.11,72363.87,80055.3,77623.58,77302.34,72050.8,87815.95,90259.69,89971.93,81323.19,73005.27,0.78,4061813.62
398,0,397.6,72.29,393,147.07,349,198,598,0,597.6,72.29,593,147.07,549,198,798,0,797.6,72.29,793,147.07,749,198,198,200,197.6,272.29,193,347.07,149,398,398,200,397.6,272.29,393,347.07,349,398,798,400,797.6,472.29,793,547.07,749,598,198,600,197.6,672.29,193,747.07,149,798,598,600,597.6,672.29,593,747.07,549,798,198,800,197.6,872.29,193,947.07,149,998,398,800,397.6,872.29,393,947.07,349,998,798,800,797.6,872.29,793,947.07,749,998,998,800,997.6,872.29,993,947.07,949,998,0,1000,94729.51,84461.04,81443.61,72887.93,100910.16,90087.42,85104.58,80229.9,107508.16,101688.86,98043.93,89097.12,78987.21,74287.39,74929.02,74238.91,74917.55,77583.04,82050.85,76591.66,95412.76,92362.15,91015.83,84255.48,81296.74,76820.03,74331.76,65100.66,80269.88,81271.66,81573.3,71845.44,65630.53,63492.88,68297.69,70039.5,69938.36,66930.2,68088.67,66394.87,85066.97,77013.67,73468.56,69806.53,95342.39,91281.79,87877.94,78579.16,73123.28,0.76,3945706.55
198,0,195.76,77.94,191.75,150,89.76,198,398,0,395.76,77.94,391.75,150,289.76,198,798,0,795.76,77.94,791.75,150,689.76,198,998,0,995.76,77.94,991.75,150,889.76,198,598,200,595.76,277.94,591.75,350,489.76,398,198,400,195.76,477.94,191.75,550,89.76,598,998,400,995.76,477.94,991.75,550,889.76,598,198,600,195.76,677.94,191.75,750,89.76,798,198,800,195.76,877.94,191.75,950,89.76,998,398,800,395.76,877.94,391.75,950,289.76,998,798,800,795.76,877.94,791.75,950,689.76,998,998,800,995.76,877.94,991.75,950,889.76,998,0,1010,93333.55,82526.82,76317.24,75695.13,97734.75,87207.31,80221.13,73536.01,100223.64,92398.37,86546.58,83681.46,106986.62,102003.88,98081.05,88528.91,81118.39,80184.78,81803.42,77848.33,81148.35,80985.57,82828.26,73937.86,95585.57,93271.8,91196.68,83345.63,79438.32,78623.92,76845.78,70649.74,71905.27,68350.14,66559.67,70572.3,77519.57,72008.4,71210.24,68373.42,86398.76,81008.48,75171.97,70954.27,94436.98,91675.18,88472.68,78406.32,72328.87,0.78,4039187.39
198,0,197.07,78.02,197.07,147.51,149,198,798,0,797.07,78.02,797.07,147.51,749,198,998,0,997.07,78.02,997.07,147.51,949,198,198,200,197.07,278.02,197.07,347.51,149,398,998,200,997.07,278.02,997.07,347.51,949,398,198,400,197.07,478.02,197.07,547.51,149,598,398,400,397.07,478.02,397.07,547.51,349,598,798,400,797.07,478.02,797.07,547.51,749,598,198,600,197.07,678.02,197.07,747.51,149,798,398,600,397.07,678.02,397.07,747.51,349,798,998,600,997.07,678.02,997.07,747.51,949,798,398,800,397.07,878.02,397.07,947.51,349,998,0,1010,96904.59,89531.32,86210.18,74382.82,100870.99,91162.89,84916.21,79877.15,107246.08,102802.5,98892.92,79886.76,78107.59,77471.76,77350.79,67658.97,91267.67,91539.1,92217.19,86768.21,69456.79,67419.29,67387.44,62821.03,78485.52,72798.06,70589.98,60514.22,85620,86716.11,85734.36,78457.45,60784.01,62857.65,65601.81,67108.09,66645.38,68962.04,72858.27,61101.59,93526.57,90471.78,88076.71,80052.13,70537.3,75120.64,79938.82,77350.18,81474.19,0.75,3903533.11
198,0,197.46,75.62,197.18,150,149,197.99,598,0,597.46,75.62,597.18,150,549,197.99,798,0,797.46,75.62,797.18,150,749,197.99,198,200,197.46,275.62,197.18,350,149,397.99,798,200,797.46,275.62,797.18,350,749,397.99,198,400,197.46,475.62,197.18,550,149,597.99,798,400,797.46,475.62,797.18,550,749,597.99,198,600,197.46,675.62,197.18,750,149,797.99,398,600,397.46,675.62,397.18,750,349,797.99,398,800,397.46,875.62,397.18,950,349,997.99,798,800,797.46,875.62,797.18,950,749,997.99,998,800,997.46,875.62,997.18,950,949,997.99,0,1010,96171.07,87197.69,83985.25,72188.62,100787.51,90958.02,84329.07,78567.87,107603.32,101814.3,99681.63,79101.45,74141.37,74904.34,79060.41,70094.96,91450.33,90552.78,92963.85,74662.66,73011.92,74948.96,77490.75,66949.47,87532.88,89435.25,91369.72,84448.02,68689.81,67649.68,67721.7,66235.06,78661.26,76304.37,74236.1,59929.59,69668.49,67894.99,71750.25,69676.38,86582.34,78510.79,73944.67,69852.1,95162.76,91988.92,88674.16,77952.5,78807.42,0.76,3955296.8
101,1,1,1,1,101,1,151,401,0,401,70,401,140,550,198,1000,0,1000,78.02,997.07,147.51,949,198,1,201,1,270,1,340,50,398,948,250,997.07,228.02,997.07,347.51,949,298,398,400,397.07,478.02,397.07,547.51,299,648,998,400,997.07,478.02,997.07,547.51,1000,698,0,501,1,670,1,740,50,798,801,601,801,670,801,740,850,898,51,851,1,870,1,940,100,1000,598,800,597.07,878.02,597.07,947.51,499,1000,1000,800,997.07,878.02,997.07,947.51,1000,1000,0,1010,94115.06,90240.87,85065.47,79399.78,100797.84,95814.92,88098.65,85843.69,107453.17,104142.67,102161.57,88491.53,78027.41,79678.11,79301.12,74821.63,84161.35,94204.5,92459.27,87317.47,83385.28,78190.53,75339.09,75021.99,90952.22,95473.26,93211.96,94582.9,75856.16,76745.78,74883.24,72458.66,86283.84,83799.58,82486.62,74858.08,70308.52,68616.95,73608.01,71780.91,75705.47,75326.04,74526.31,73660.14,92079.99,90423.51,87740.17,84237.73,71600.34,0.79,4114117.01
198,0,195.76,77.94,191.75,150,89.76,198,398,0,395.76,77.94,391.75,150,289.76,198,798,0,795.76,77.94,791.75,150,689.76,198,998,0,995.76,77.94,991.75,150,889.76,198,598,200,595.76,277.94,591.75,350,489.76,398,198,400,195.76,477.94,191.75,550,89.76,598,998,400,995.76,477.94,991.75,550,889.76,598,198,600,195.76,677.94,191.75,750,89.76,798,198,800,195.76,877.94,191.75,950,89.76,998,398,800,395.76,877.94,391.75,950,289.76,998,798,800,795.76,877.94,791.75,950,689.76,998,998,800,995.76,877.94,991.75,950,889.76,998,0,1010,93333.55,82526.82,76317.24,75695.13,97734.75,87207.31,80221.13,73536.01,100223.64,92398.37,86546.58,83681.46,106986.62,102003.88,98081.05,88528.91,81118.39,80184.78,81803.42,77848.33,81148.35,80985.57,82828.26,73937.86,95585.57,93271.8,91196.68,83345.63,79438.32,78623.92,76845.78,70649.74,71905.27,68350.14,66559.67,70572.3,77519.57,72008.4,71210.24,68373.42,86398.76,81008.48,75171.97,70954.27,94436.98,91675.18,88472.68,78406.32,72328.87,0.78,4039187.39
1,1,1,51,1,101,1,151,601,0,601,51,601,101,601,151,998,0,1000,77.69,993.7,150,949,198,0,201,1,270,1,340,50,398,801,201,801,251,801,301,801,351,51,451,0,570,1,690,150,598,801,401,801,451,801,501,801,551,498,550,395.82,677.69,293.7,750,349,848,801,601,801,670,801,740,850,798,1,801,1,870,1,940,50,1000,601,801,601,870,651,890,650,1000,998,800,995.82,877.69,993.7,950,949,998,0,1000,96415.76,86085.74,82996.14,80446.63,104365.68,91964.72,87646.84,82171.27,108904.5,103569.47,100681.95,92241.31,78307.26,80611.56,80492,78321.6,88426.6,83610.1,88023.8,89235.48,74561.87,74543.06,73816.43,75844.07,90206.86,91080.66,91114.76,91065.48,78248.96,77250.48,71841.78,67366.45,91881.14,92028.44,88623.97,82956.41,74075.79,73462.72,74937.16,71117.47,77517.74,68279.88,72484.87,76241.71,94145.45,90863.78,88317.06,80253.47,68340.09,0.79,4106638.49
198,0,195.96,75.43,192.22,146.17,149,198,998,0,995.96,75.43,992.22,146.17,949,198,198,200,195.96,275.43,192.22,346.17,149,398,398,200,395.96,275.43,392.22,346.17,349,398,798,200,795.96,275.43,792.22,346.17,749,398,998,200,995.96,275.43,992.22,346.17,949,398,198,400,195.96,475.43,192.22,546.17,149,598,398,400,395.96,475.43,392.22,546.17,349,598,798,400,795.96,475.43,792.22,546.17,749,598,798,600,795.96,675.43,792.22,746.17,749,798,198,800,195.96,875.43,192.22,946.17,149,998,598,800,595.96,875.43,592.22,946.17,549,998,0,1000,99696.17,92389.31,86527.68,72378.94,107273.19,103511.87,102768.35,85153.18,76083.6,70566.85,69411.63,62795.76,86965.37,76923.36,73024.72,61072.65,87723.12,82221.65,81816.76,71932.4,94949.8,94545.68,93958.71,86485.32,60774.72,61365.31,65238.05,67356.7,66382.1,65456.1,66698.6,63232.75,76350.85,80571.01,86376.74,71747.87,83944.2,84612.48,85318.67,80193.37,76606.31,75614.19,77950.57,77266.43,75668.33,81301.01,86353.62,80951.22,77184.62,0.75,3894691.89
198,0,196.79,73.55,197.18,147.45,149,198,398,0,396.79,73.55,397.18,147.45,349,198,798,0,796.79,73.55,797.18,147.45,749,198,998,0,996.79,73.55,997.18,147.45,949,198,798,200,796.79,273.55,797.18,347.45,749,398,998,200,996.79,273.55,997.18,347.45,949,398,198,400,196.79,473.55,197.18,547.45,149,598,598,400,596.79,473.55,597.18,547.45,549,598,198,600,196.79,673.55,197.18,747.45,149,798,798,600,796.79,673.55,797.18,747.45,749,798,398,800,396.79,873.55,397.18,947.45,349,998,998,800,996.79,873.55,997.18,947.45,949,998,0,1010,92079.85,80535.17,75644.37,72240.46,95544.96,84707.19,77887.34,71533.04,101116.82,90964.55,84850.01,71682.95,107178.62,101889.74,99157.02,79009.31,74176.31,72976.88,75545.66,75707.84,91722.03,89697.3,89288.49,81367.74,77374.3,73974.14,74485.35,67455.93,75443.97,78722.92,79607.21,73468.44,68574.61,70316.81,73398.89,70965.74,90163.65,88096.22,84593.73,74083.36,73922.08,73886.68,75761.52,74402.55,91349.95,88444.22,87217.03,79629.69,82045.18,0.77,3983887.8
1,1,1,51,1,101,1,201,201,1,301,70,201,140,250,198,601,1,601,70,601,140,600,248,998,0,997.07,77.37,993.01,150,887.3,198,998,200,997.07,277.37,993.01,350,987.3,398,1,401,1,470,1,540,50,598,798,400,797.07,477.37,793.01,550,687.3,548,998,600,997.07,677.37,1000,750,887.3,798,0,701,1,870,1,940,50,998,348,750,397.07,877.37,393.01,950,287.3,998,598,750,697.07,877.37,593.01,950,537.3,998,998,800,997.07,877.37,993.01,950,887.3,998,0,1010,91724.63,80636.23,76383.54,77802.26,95673.34,88251.7,79313.13,76677.78,101328.8,92906.73,86624.44,83497.94,107377.5,104056.95,101868.27,85250.84,95528.95,94877.88,93860.61,88992.61,82972.74,78604.68,76398.25,74356.01,83398.36,84787.87,85134.05,76540.34,93336.68,91027.54,91102.27,75915.77,75579.66,76068.46,70979.79,68882.54,78003.73,73670.08,71509.38,72783.48,81049,76158.63,74660.2,71471.43,86762.12,88591.9,87749.03,79187.67,66476.79,0.79,4095818.67
1,1,1,51,1,101,1,151,401,1,401,51,401,101,401,151,798,0,797.07,77.74,793.36,150,681.43,198,998,0,997.07,77.74,993.36,150,881.43,298,48,201,98,250,148,300,198,350,998,200,997.07,277.74,993.36,350,881.43,398,1,401,1,470,1,540,50,598,998,400,997.07,477.74,993.36,550,881.43,698,401,601,451,620,401,740,450,798,1,801,1,870,1,940,150,998,798,800,797.07,877.74,793.36,950,681.43,998,998,800,997.07,877.74,993.36,950,881.43,998,0,1000,93625.82,82179.89,79947.57,74857.67,97305.37,85666.58,80912.78,77252.77,102280.93,94092.38,88660.26,79790.1,107402.1,102010.19,99001.21,80792.39,73412,72828.09,73476.46,75380,93681.6,94892.24,92200.01,77094.46,77790.57,75625.18,75424.91,70873.01,88632.46,89770.39,89920.18,92757.85,75523.5,79447.72,76731.19,72719.82,79154.04,74834.64,75994.17,75219.35,86926.62,82414.38,76026.41,74352.4,93631.56,91481.56,88862.66,77657.69,73292.63,0.79,4094050.65
907.75,619.65,496.95,106.78,801.1,0,685.58,60.81,951.65,879.76,148.91,990,990,662.75,359.19,248.08,990,0,990,380.65,841.42,963.96,0,800.25,294.9,92.26,166.01,941.42,380.24,845.3,839.05,146.02,297.24,859.89,990,559.63,706.16,727.53,913.12,781,57.82,3.9,63.81,990,990,506.22,569.08,990,772.78,50.49,695.68,542.8,741.78,952.31,749.74,533,279.62,258.42,146.15,889.74,179.54,587.71,145.26,74.81,545.94,0,11.96,354.17,990,990,981.84,808.52,27.64,708.18,273.54,459.91,910.03,373.66,659.12,579.65,665.27,0,0,0,358.76,649.7,0,435.5,518.4,520.07,346.19,990,696.29,990,293.16,603.91,755.09,222.09,80278.02,86565.82,102983.18,83154.02,86284.61,66325.57,90518.48,84658.81,106337.05,96936.7,78830.91,73260.14,87748.85,65899.58,73618.73,94717.64,70056.74,90665.72,75552.6,81817.66,92108.98,66461.55,95538.07,69835.88,93002.7,76497.32,74482.52,83924.48,79744.41,68304.2,72076.47,84338.11,91737.67,84081.93,88194.45,87354.11,75193.21,80960.82,89040.06,69627.96,95695.24,86727.69,71770.67,78989.39,79522.92,70035.63,68020.05,71382.87,93004.36,0.77,4013864.54
1,1,1,51,1,101,1,151,401,1,401,51,401,101,401,151,798,0,797.07,77.74,793.36,150,681.43,198,998,0,997.07,77.74,993.36,150,881.43,198,48,201,98,250,148,300,198,350,998,200,997.07,277.74,993.36,350,881.43,398,1,401,1,470,1,540,50,598,998,400,997.07,477.74,993.36,550,881.43,598,401,601,401,670,401,740,450,798,1,801,1,870,1,940,50,998,798,800,797.07,877.74,793.36,950,681.43,998,998,800,997.07,877.74,993.36,950,881.43,998,0,1000,93680.48,82331.24,79662.7,74597.15,96660.65,86010.2,80037.21,76969.86,102315.47,94342.02,85148.15,79597.07,107492.62,102045.19,99355.45,80461.08,73539.8,72981.94,72918.07,74864.32,93661.02,92947.6,91794.9,78435.75,78377.4,75717.58,75698.66,70874.78,89430.15,90903.58,90629.26,83714.98,82191.4,80343.45,78479.38,73565.56,78410.67,75525.08,76427.83,73800.63,88214.2,82261.77,76288.25,74869.27,94729.27,92483.94,89142.52,76860.83,70022.12,0.79,4090772.2
48,1,98,50,148,100,198,150,398,0,397.6,70.41,393.21,148.96,349,198,798,0,797.6,70.41,793.21,148.96,749,198,198,200,197.6,270.41,193.21,348.96,149,398,998,200,997.6,270.41,993.21,348.96,949,398,1,401,1,470,1,540,50,598,798,400,797.6,470.41,793.21,548.96,749,598,998,600,997.6,670.41,993.21,748.96,949,798,1,801,1,870,1,940,50,998,398,800,397.6,870.41,393.21,948.96,349,998,601,801,601,870,601,940,650,998,998,800,997.6,870.41,993.21,948.96,949,998,0,1010,94303.76,86127.26,79490.27,76746.57,99662.34,91863.6,86877.24,78933.95,108874.44,103146.03,98033.9,86809.22,71349.56,76532.92,80648.51,76198.79,103128.04,96651.39,95056.99,88160.4,76343.28,74898.01,74548.83,73543.57,85283.87,85004.42,86521.69,78512.1,93911.41,90109.14,90824.22,71716.87,77607.23,72416.2,70131.07,70669.31,75310.55,70021.01,70186.04,69342.69,79541.84,76335.12,73322.83,73356.07,86662.04,86889.05,88612.84,79733.54,67468.42,0.78,4047418.45
1,1,1,51,1,101,1,151,601,1,601,51,601,101,601,151,998,0,997.46,75.62,997.18,150,949,197.99,1,201,1,251,1,301,1,351,998,200,997.46,275.62,997.18,350,949,397.99,201,401,201,451,201,501,201,551,798,400,797.46,475.62,797.18,550,749,597.99,1,601,1,651,1,701,1,751,1,801,1,851,1,901,1,951,398,800,397.46,875.62,397.18,950,349,997.99,798,800,797.46,875.62,797.18,950,749,997.99,998,800,997.46,875.62,997.18,950,949,997.99,0,1010,97045.61,86368.5,83662.41,82297.37,100970.86,90538.71,85749.9,82546.51,106518.43,102762.79,101246.73,81876.02,80414.65,79137.9,76992.84,74077.19,92956.44,92727.91,93973.48,88228.82,81449.65,75243.35,74214.36,74715.25,85676.5,88161.71,91984.27,86611.83,78904.16,74556.5,73709.06,72514.7,72503.82,71813.95,69787.61,70949.17,81207.89,77013.04,75757.22,70499.82,87050.1,79803.54,75795.54,72651.48,95529.4,91627.77,89299.03,80451.65,73642.9,0.79,4073218.35
398,0,397.6,72.19,393.53,147.9,349,198,598,0,597.6,72.19,593.53,147.9,549,198,798,0,797.6,72.19,793.53,147.9,749,198,998,0,997.6,72.19,993.53,147.9,949,198,198,200,197.6,272.19,193.53,347.9,149,398,398,400,397.6,472.19,393.53,547.9,349,598,598,400,597.6,472.19,593.53,547.9,549,598,198,600,197.6,672.19,193.53,747.9,149,798,598,600,597.6,672.19,593.53,747.9,549,798,198,800,197.6,872.19,193.53,947.9,149,998,398,800,397.6,872.19,393.53,947.9,349,998,998,800,997.6,872.19,993.53,947.9,949,998,0,1000,91940.74,80810.6,78443.78,77817.02,95635.08,83483.01,78010.67,74671.16,100347.23,89520.18,83910.43,78236.71,107504.73,101485.08,97719.12,88160.71,82647.99,79522.13,80016.79,74227.69,81891.89,75943.03,72752.34,68808.61,90535.99,90047.18,88473.37,69869.7,71414.66,70716.26,73247.5,65527.34,84568.29,82295.1,83338.44,74711.99,65539.78,65200.03,70104.81,71345.11,72232.22,71975.14,75593.81,72382.66,95053.37,90228.79,87705.1,79760.5,73987.74,0.76,3959361.56
198,0,197.07,77.08,192.74,150,86.44,198,398,0,397.07,77.08,392.74,150,286.44,198,998,0,997.07,77.08,992.74,150,886.44,198,398,200,397.07,277.08,392.74,350,286.44,398,598,200,597.07,277.08,592.74,350,486.44,398,798,200,797.07,277.08,792.74,350,686.44,398,198,600,197.07,677.08,192.74,750,86.44,798,798,600,797.07,677.08,792.74,750,686.44,798,198,800,197.07,877.08,192.74,950,86.44,998,398,800,397.07,877.08,392.74,950,286.44,998,598,800,597.07,877.08,592.74,950,486.44,998,998,800,997.07,877.08,992.74,950,886.44,998,0,1010,95673.08,84607.6,77073.66,74518.97,102385.66,92440.96,85663.34,71214.85,107089.91,102471.59,101452.19,94589.17,75978.37,71517.84,68761.77,71943.63,87067.59,78859.5,74316.44,71842.89,91059.87,91228.15,91459.28,81889.63,84363.34,81163.03,78997.93,69862.63,92110.01,90233.39,88152.34,78627.13,69862.96,65551.04,64466.38,69645.94,74293.8,68161.52,65138.96,63819.75,75432.3,75279.82,76083.23,68132.72,93736.54,90767.24,89189.18,80155.9,70935.02,0.77,3969268.03
1,1,1,51,1,101,1,151,401,1,401,70,401,140,450,198,798,0,796.79,72.92,792.57,148.91,749,198,998,0,996.79,72.92,992.57,148.91,949,198,1,201,1,270,1,340,50,398,798,200,796.79,272.92,792.57,348.91,749,398,398,400,396.79,472.92,392.57,548.91,349,598,1,601,1,670,1,740,50,798,848,601,898,650,948,700,998,750,198,800,196.79,872.92,192.57,948.91,149,998,598,800,596.79,872.92,592.57,948.91,549,998,998,800,996.79,872.92,992.57,948.91,949,998,0,1000,94467.54,83803.05,78922.78,77365.13,96501.31,87443.45,84296.6,78282.49,99894.92,91033.33,86973.94,75162.09,107496.73,101868.74,98668.36,88984.85,76591.68,78503.54,77060.81,74026.34,79819.17,84224.93,90362.2,85998.87,82183.22,79634.02,79254.8,74818.89,79280.34,75053.96,74606.52,69963.87,90257.47,88666.61,88399.49,92121.12,76901.62,71332.85,72657.74,72511.11,80215.66,77842.02,77353.57,72052.08,87974.29,90291.95,89676.65,81311.22,72885.48,0.79,4074601.5
1,1,1,51,26,125,1,201,201,1,201,70,151,190,250,198,548,0,596.79,74.47,693.7,150,481.84,198,1000,0,1000,74.47,993.7,150,881.84,198,642,189,601,270,601,340,657,396,1000,204,1000,274.47,1000,450,881.84,398,398,400,396.79,474.47,393.7,550,181.84,448,206,582,196.79,674.47,87,693,79,791,848,651,898,550,948,700,998,850,1,801,1,870,0,942,0,1000,598,800,583,937,690,1000,481.84,1000,948,800,1000,924.47,1000,1000,881.84,998,100,1000,93080.86,80405.4,76697.56,74588.91,97005.11,87051.35,74173.18,77983.4,101851.39,90908.61,89769.49,80376.52,107825.73,103896.17,103168.65,85484.84,79869.07,82099.22,77028.67,77715.59,97722.98,94029.26,93434.86,88162.38,75347.33,74695.55,76609.36,74757.53,76439.2,79715.46,73836.96,77008.98,86134.13,88943.19,89554.87,90142.55,75112.13,75617.56,75754.35,71951.15,80008.99,76400.73,77271.88,73406.63,86901.43,90584.4,89172.12,78080.59,71427.49,0.79,4099168.36
1,1,1,70,1,140,50,198,201,1,201,51,201,101,201,151,601,1,601,70,601,140,650,198,998,0,997.46,75.37,993.18,150,885.07,198,201,201,101,370,201,340,250,398,998,200,997.46,275.37,993.18,350,885.07,398,998,400,997.46,475.37,993.18,550,885.07,598,1,601,1,651,1,701,1,751,398,600,397.46,675.37,393.18,750,235.07,848,1000,600,997.46,675.37,993.18,750,885.07,798,398,800,397.46,875.37,393.18,950,285.07,998,798,800,797.46,875.37,793.18,950,685.07,998,0,1010,90544.98,79734.63,72805.5,70266.19,96575.84,85525.79,78908.31,75747.24,101397.92,92604.89,86319.21,81411.12,107301.26,103344.74,101463.7,86259.83,72703.95,72961.22,76090.89,75069.92,95698.13,94358.35,93529.24,78746.07,89736.71,90097.33,90522.05,77166.31,78503.31,71358.96,69110.35,67076.03,78127.14,77878.29,77547.8,67173.63,88510.06,89100.95,89504.67,82505.05,72216.72,72844.67,72541.38,71664.55,77280.22,82650.36,86183.59,80618.76,76969.89,0.78,4046257.71
